ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11710,송파구,10500,석촌동,1,대지,0212,0006,에비앙하우스1,20240118,35250,29.58,20.6,3.0,,,2018,연립다세대,중개거래,서울 송파구
2024,11410,서대문구,11900,북가좌동,1,대지,0481,0000,DMC래미안e편한세상,20240118,108000,84.94,0.0,21.0,,,2012,아파트,중개거래,서울 서대문구
2024,11545,금천구,10300,시흥동,1,대지,1013,0000,관악산벽산타운5,20240118,44800,59.34,0.0,6.0,,,2004,아파트,중개거래,서울 금천구
2024,11590,동작구,10700,사당동,1,대지,0300,0032,청동아트빌라,20240118,26000,51.94,22.56,3.0,,,1992,연립다세대,중개거래,"서울 동작구, 서울 서초구"
2024,11620,관악구,10100,봉천동,1,대지,1713,0000,낙성대현대홈타운,20240118,104000,114.97,0.0,12.0,,,2002,아파트,중개거래,서울 관악구
2024,11590,동작구,10200,상도동,,,,,,20240118,109500,194.58,136.0,0.0,,,1993,단독다가구,중개거래,서울 동작구
2024,11380,은평구,10700,응암동,1,대지,0117,0054,삼흥리치,20240118,48000,59.26,0.0,13.0,,,2016,아파트,중개거래,"서울 서대문구, 서울 은평구"
2024,11215,광진구,10500,자양동,1,대지,0664,0025,삼익플라주,20240118,47000,34.44,23.84,2.0,,,2023,연립다세대,중개거래,서울 광진구
2024,11620,관악구,10100,봉천동,1,대지,1687,0007,덕산에코빌,20240118,41000,64.26,76.4,4.0,,,2016,오피스텔,중개거래,서울 관악구
2024,11500,강서구,10800,공항동,1,대지,0066,0139,아이디주택,20240118,22500,29.99,18.36,3.0,,,2015,연립다세대,중개거래,서울 강서구
2024,11230,동대문구,10300,제기동,1,대지,0122,0710,(122-710),20240118,6900,18.29,12.0,2.0,,,1985,연립다세대,직거래,
2024,11440,마포구,12000,서교동,1,대지,0442,0016,플러스타운,20240118,47000,74.67,34.62,4.0,,,2002,연립다세대,중개거래,서울 마포구
2024,11650,서초구,10800,서초동,1,대지,1431,0012,CM그랜드빌,20240118,28000,29.42,16.5,5.0,,,2015,연립다세대,중개거래,서울 서초구
2024,11140,중구,16200,신당동,1,대지,0414,0008,유베이스빌,20240118,51000,44.29,28.36,4.0,,,2019,연립다세대,중개거래,서울 중구
2024,11710,송파구,10700,가락동,1,대지,0057,0008,강남팰리스,20240118,29000,19.95,28.03,3.0,,,2021,오피스텔,직거래,
2024,11320,도봉구,10600,방학동,1,대지,0396,0014,(396-14),20240118,10500,39.39,29.66,1.0,,,1986,연립다세대,중개거래,서울 도봉구
2024,11440,마포구,10500,용강동,1,대지,0380,0000,마포용강삼성래미안,20240118,115000,59.99,0.0,9.0,,,2003,아파트,중개거래,서울 마포구
2024,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,20240118,175000,108.28,0.0,6.0,,,1987,아파트,중개거래,서울 양천구
2024,11590,동작구,10100,노량진동,,,,,,20240118,145000,191.85,126.0,0.0,,,1992,단독다가구,중개거래,"서울 동작구, 서울 용산구"
2024,11260,중랑구,10400,묵동,1,대지,0128,0018,더존하우스2차,20240118,28200,40.36,31.02,3.0,,,2013,연립다세대,중개거래,서울 중랑구
2024,11560,영등포구,10100,영등포동,1,대지,0585,0025,동도하이츠,20240118,57000,91.46,0.0,3.0,,,2003,아파트,중개거래,서울 영등포구
2024,11140,중구,15600,입정동,1,대지,0277,0000,힐스테이트세운센트럴1단지,20240118,80500,46.85,0.0,26.0,분양권,,0,아파트,중개거래,서울 성동구
2024,11560,영등포구,11800,도림동,1,대지,0141,0141,로즈힐,20240118,25000,17.54,12.44,3.0,,,2023,연립다세대,직거래,
2024,11500,강서구,10500,마곡동,1,대지,0743,0000,마곡엠밸리6단지,20240118,126500,84.74,0.0,2.0,,,2014,아파트,중개거래,서울 강서구
2024,11260,중랑구,10600,신내동,1,대지,0785,0000,건영2차,20240118,53500,57.3,0.0,7.0,,,1996,아파트,중개거래,서울 중랑구
2024,11560,영등포구,11800,도림동,1,대지,0221,0001,도림청구,20240118,37000,37.81,0.0,5.0,,,1997,아파트,중개거래,서울 영등포구
2024,11320,도봉구,10700,창동,1,대지,0804,0000,대우,20240118,53000,59.86,0.0,3.0,,,1995,아파트,직거래,
2024,11470,양천구,10100,신정동,1,대지,0318,0012,목동삼성쉐르빌Ⅱ,20240118,195000,176.77,0.0,18.0,,,2004,아파트,중개거래,서울 양천구
2024,11305,강북구,10100,미아동,1,대지,0705,0001,한화 포레나 미아,20240118,84318,59.99,0.0,14.0,분양권,,0,아파트,중개거래,서울 강북구
2024,11410,서대문구,11000,북아현동,1,대지,1006,0000,북아현경남,20240118,96900,59.77,0.0,7.0,,,1996,아파트,중개거래,"서울 마포구, 서울 서대문구"
2024,11470,양천구,10100,신정동,1,대지,0733,0053,드어반 트라움,20240118,28000,52.36,66.6,5.0,,,null,오피스텔,중개거래,"서울 영등포구, 서울 중랑구"
2024,11200,성동구,11300,옥수동,1,대지,0561,0000,래미안 옥수 리버젠,20240118,292000,134.13,0.0,16.0,,,2012,아파트,중개거래,"서울 강동구, 서울 성동구"
2024,11530,구로구,10200,구로동,1,대지,0642,0046,우방,20240118,61000,84.9,0.0,3.0,,,1993,아파트,중개거래,서울 구로구
2024,11500,강서구,10200,등촌동,1,대지,0078,0007,길훈엔트런스빌,20240118,16000,27.29,40.42,10.0,,,2004,오피스텔,중개거래,서울 강서구
2024,11260,중랑구,10600,신내동,1,대지,0437,0000,벽산,20240118,59000,84.93,0.0,9.0,,,2000,아파트,중개거래,서울 중랑구
2024,11440,마포구,10800,대흥동,1,대지,0806,0000,마포그랑자이,20240118,177000,84.98,0.0,8.0,,,2020,아파트,중개거래,서울 마포구
2024,11290,성북구,10300,돈암동,1,대지,0644,0000,돈암코오롱하늘채,20240118,82000,59.93,0.0,11.0,,,2016,아파트,중개거래,서울 성북구
2024,11380,은평구,10400,갈현동,1,대지,0529,0032,스마트시티,20240118,29000,55.06,30.65,3.0,,,2011,연립다세대,중개거래,서울 은평구
2024,11410,서대문구,11100,홍제동,1,대지,0158,0019,미도아트맨션,20240118,35000,84.85,39.88,-1.0,,,1994,연립다세대,중개거래,서울 서대문구
2024,11500,강서구,10600,내발산동,1,대지,0693,0001,우성아트빌5차B동,20240118,23500,37.18,28.55,2.0,,,2013,연립다세대,중개거래,서울 강서구
2024,11260,중랑구,10300,중화동,1,대지,0450,0000,한신아파트(103~109),20240118,60000,59.76,0.0,13.0,,,1997,아파트,중개거래,서울 중랑구
2024,11110,종로구,16800,동숭동,1,대지,0002,0015,보석빌라트,20240118,26500,40.05,14.05,4.0,,,2001,연립다세대,중개거래,서울 성북구
2024,11380,은평구,10900,신사동,,,,,,20240118,30000,49.62,89.0,0.0,,,1977,단독다가구,중개거래,서울 양천구
2024,11590,동작구,10900,신대방동,1,대지,0470,0008,한성아파트,20240118,81500,59.87,0.0,20.0,,,1995,아파트,중개거래,서울 동작구
2024,11380,은평구,10500,구산동,1,대지,0018,0044,웨스턴빌(18-44),20240118,15800,29.95,19.09,2.0,,,2016,연립다세대,직거래,
2024,11545,금천구,10100,가산동,1,대지,0238,0096,(238-96),20240118,28000,71.95,28.75,3.0,,,2005,연립다세대,중개거래,서울 금천구
2024,11530,구로구,10200,구로동,1,대지,0046,0004,하나세인스톤3차,20240118,13300,19.99,0.0,15.0,,,2011,아파트,중개거래,서울 구로구
2024,11500,강서구,10500,마곡동,1,대지,0773,0000,힐스테이트 에코 마곡역,20240118,18000,19.87,29.24,9.0,,,2017,오피스텔,중개거래,서울 강서구
2024,11305,강북구,10300,수유동,1,대지,0125,0007,해민하이츠빌라(가동),20240118,7500,37.6,22.5,-1.0,,,1994,연립다세대,중개거래,서울 도봉구
2024,11710,송파구,11200,오금동,1,대지,0082,0005,까멜리아,20240118,30000,45.66,27.79,3.0,,,2012,연립다세대,중개거래,서울 송파구
2024,11740,강동구,10500,길동,1,대지,0350,0003,더힐스빌,20240117,31500,29.96,13.19,7.0,,,2020,연립다세대,중개거래,서울 강동구
2024,11590,동작구,10200,상도동,1,대지,0022,0058,예서빌라,20240117,15500,33.93,24.25,-1.0,,,1992,연립다세대,중개거래,경기 고양덕양구
2024,11530,구로구,10800,오류동,1,대지,0006,0244,J팰리스,20240117,22700,42.82,25.81,2.0,,,2011,연립다세대,중개거래,서울 구로구
2024,11560,영등포구,13200,신길동,1,대지,0090,0028,RichenⅢ,20240117,47000,29.85,21.99,2.0,,,2023,연립다세대,중개거래,서울 영등포구
2024,11680,강남구,10400,청담동,1,대지,0004,0001,피엔폴루스,20240117,390000,138.56,189.85,19.0,,,2007,오피스텔,중개거래,"경기 광명시, 서울 강남구"
2024,11410,서대문구,11700,연희동,,,,,,20240117,85000,78.68,192.0,0.0,,,1991,단독다가구,중개거래,"서울 마포구, 서울 서대문구"
2024,11680,강남구,10400,청담동,1,대지,0004,0001,피엔폴루스,20240117,390000,138.56,189.85,19.0,,,2007,오피스텔,중개거래,"경기 광명시, 서울 강남구"
2024,11440,마포구,12700,상암동,1,대지,0002,0194,DREAMCASTLE,20240117,22500,18.19,10.12,6.0,,,2018,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10100,염창동,1,대지,0266,0012,한빛어반뉴스토리,20240117,25000,28.69,36.86,6.0,,,2018,오피스텔,중개거래,서울 강서구
2024,11470,양천구,10100,신정동,1,대지,1259,0000,신트리1,20240117,56000,49.8,0.0,1.0,,,1999,아파트,중개거래,서울 양천구
2024,11710,송파구,11100,방이동,1,대지,0047,0007,피스티오피스텔,20240117,30000,25.27,38.03,14.0,,,2022,오피스텔,직거래,
2024,11440,마포구,12700,상암동,1,대지,0002,0194,DREAMCASTLE,20240117,22500,27.84,15.48,5.0,,,2018,연립다세대,중개거래,서울 마포구
2024,11380,은평구,10300,불광동,1,대지,0076,0017,금남빌라,20240117,23500,35.48,22.83,2.0,,,1991,연립다세대,중개거래,서울 은평구
2024,11380,은평구,10300,불광동,1,대지,0076,0017,금남빌라,20240117,23500,35.48,22.83,2.0,,20240130,1991,연립다세대,중개거래,서울 은평구
2024,11140,중구,16200,신당동,1,대지,0842,0000,약수하이츠,20240117,126500,84.88,0.0,16.0,,,1999,아파트,중개거래,서울 중구
2024,11650,서초구,10800,서초동,1,대지,1506,0087,코지밸리(A),20240117,89500,84.98,49.15,5.0,,,2003,연립다세대,중개거래,서울 서초구
2024,11305,강북구,10100,미아동,1,대지,0837,0724,홍익그린빌,20240117,24000,76.49,33.61,3.0,,,2003,연립다세대,중개거래,서울 강북구
2024,11440,마포구,12000,서교동,1,대지,0347,0002,(347-2),20240117,29500,36.74,39.56,-1.0,,,1991,연립다세대,중개거래,서울 마포구
2024,11530,구로구,10200,구로동,1,대지,0108,0002,새솔금호,20240117,52000,59.9,0.0,14.0,,,1996,아파트,중개거래,"서울 구로구, 서울 서초구"
2024,11290,성북구,10300,돈암동,1,대지,0609,0001,한신,20240117,64500,68.13,0.0,8.0,,,1998,아파트,중개거래,서울 성북구
2024,11305,강북구,10100,미아동,1,대지,0215,0141,드림캐슬(215-141),20240117,29500,29.99,20.46,5.0,,,2016,연립다세대,중개거래,서울 강북구
2024,11500,강서구,10300,화곡동,1,대지,0986,0017,힐하우스,20240117,21700,45.86,22.71,6.0,,,2011,연립다세대,직거래,
2024,11290,성북구,13900,석관동,1,대지,0332,0381,스카이빌2차,20240117,25500,15.1,10.95,3.0,,,2022,연립다세대,직거래,
2024,11650,서초구,10100,방배동,1,대지,0424,0028,롯데캐슬아르떼,20240117,200000,84.91,0.0,4.0,,,2013,아파트,중개거래,서울 서초구
2024,11140,중구,15400,오장동,1,대지,0145,0001,오렌지카운티을지로,20240117,17900,20.95,33.36,2.0,,,2020,오피스텔,직거래,
2024,11200,성동구,10700,행당동,1,대지,0380,0000,서울숲리버뷰자이,20240117,189500,108.82,0.0,2.0,,,2018,아파트,중개거래,서울 성동구
2024,11500,강서구,10100,염창동,1,대지,0280,0000,극동상록수,20240117,88900,84.96,0.0,17.0,,,1999,아파트,중개거래,서울 강서구
2024,11620,관악구,10200,신림동,1,대지,0316,0062,서울대벤처타운역 푸르지오,20240117,82415,84.98,0.0,10.0,입주권,20240117,0,아파트,직거래,
2024,11410,서대문구,11400,신촌동,1,대지,0052,0003,플로렌스힐C,20240117,52000,60.52,86.19,3.0,,,2017,연립다세대,직거래,
2024,11620,관악구,10100,봉천동,1,대지,0029,0022,(29-22),20240117,8500,13.44,18.76,7.0,,,2003,오피스텔,중개거래,서울 관악구
2024,11530,구로구,10800,오류동,1,대지,0340,0000,삼천리,20240117,57000,84.75,0.0,9.0,,,1998,아파트,중개거래,서울 구로구
2024,11740,강동구,10700,암사동,1,대지,0508,0000,삼성광나루,20240117,91000,59.69,0.0,22.0,,,2002,아파트,중개거래,서울 강동구
2024,11740,강동구,10300,상일동,1,대지,0329,0004,(329-4),20240117,20000,48.06,21.04,1.0,,,1993,연립다세대,중개거래,서울 강동구
2024,11290,성북구,11700,동선동2가,,,,,,20240117,90558,52.89,135.2,0.0,,,1945,단독다가구,직거래,
2024,11380,은평구,10300,불광동,1,대지,0632,0000,남해그린힐,20240117,36900,59.87,0.0,6.0,,,2001,아파트,중개거래,서울 은평구
2024,11170,용산구,13000,이태원동,1,대지,0131,0010,한남YHA동,20240117,50000,29.54,20.75,3.0,,,2021,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,0758,0000,태릉해링턴플레이스,20240117,75000,59.98,0.0,14.0,,,2022,아파트,중개거래,서울 노원구
2024,11440,마포구,10400,도화동,1,대지,0556,0000,에스케이허브그린,20240117,29000,38.51,50.59,16.0,,,2005,오피스텔,중개거래,서울 마포구
2024,11470,양천구,10100,신정동,,,,,,20240117,94000,223.84,97.0,0.0,,,1994,단독다가구,중개거래,서울 양천구
2024,11320,도봉구,10600,방학동,1,대지,0720,0018,방학동삼성래미안1,20240117,100000,134.98,0.0,8.0,,,2002,아파트,중개거래,서울 도봉구
2024,11260,중랑구,10300,중화동,1,대지,0413,0014,성우그린맨숀(B동),20240117,11900,34.87,19.28,3.0,,,1997,연립다세대,중개거래,서울 중랑구
2024,11470,양천구,10300,신월동,1,대지,1022,0000,벽산블루밍1단지,20240117,62000,59.95,0.0,6.0,,,2003,아파트,중개거래,"서울 성동구, 서울 양천구"
2024,11560,영등포구,13200,신길동,1,대지,4518,0000,우성2,20240117,80000,64.4,0.0,13.0,,,1986,아파트,중개거래,서울 영등포구
2024,11215,광진구,10100,중곡동,1,대지,0613,0006,샤인빌15차,20240117,33500,42.59,26.55,4.0,,,2016,연립다세대,직거래,
2024,11740,강동구,10100,명일동,1,대지,0015,0000,삼익그린2차,20240117,98000,54.81,0.0,7.0,,,1983,아파트,중개거래,서울 강동구
2024,11680,강남구,10100,역삼동,1,대지,0825,0020,강남역 센트럴 푸르지오 시티,20240117,26900,20.78,27.86,5.0,,,2015,오피스텔,중개거래,서울 서초구
2024,11530,구로구,11000,온수동,1,대지,0005,0013,수림빌라(5-13),20240117,27000,84.12,52.75,4.0,,,1995,연립다세대,중개거래,서울 구로구
2024,11305,강북구,10100,미아동,1,대지,1353,0000,에스케이북한산시티,20240117,59700,59.98,0.0,15.0,,,2004,아파트,중개거래,서울 강북구
2024,11440,마포구,12300,망원동,1,대지,0414,0085,장미빌라,20240117,34800,58.62,33.94,1.0,,,1997,연립다세대,중개거래,서울 마포구
2024,11110,종로구,10900,누상동,1,대지,0166,0204,선우하이빌,20240117,38500,58.62,36.25,1.0,,,2003,연립다세대,중개거래,"서울 성동구, 서울 종로구"
2024,11410,서대문구,11700,연희동,1,대지,0218,0001,연희체스트빌,20240117,12000,16.83,21.94,5.0,,,2005,오피스텔,중개거래,서울 서대문구
2024,11440,마포구,12600,중동,1,대지,0082,0005,장미빌라,20240117,7000,27.0,19.48,-1.0,,,1993,연립다세대,중개거래,서울 마포구
2024,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,20240117,65750,59.99,0.0,16.0,,,2005,아파트,중개거래,서울 관악구
2024,11680,강남구,11400,일원동,1,대지,0615,0000,우성7,20240117,145000,84.06,0.0,4.0,,,1987,아파트,중개거래,서울 강남구
2024,11380,은평구,10200,녹번동,1,대지,0095,0009,(95-9),20240117,19000,33.72,23.2,-1.0,,,1986,연립다세대,직거래,
2024,11380,은평구,10600,대조동,1,대지,0197,0001,유진 아이디움,20240117,13200,17.09,25.42,4.0,,,2019,오피스텔,중개거래,서울 은평구
2024,11320,도봉구,10700,창동,1,대지,0549,0002,제이드힐,20240117,28000,57.89,36.2,5.0,,,2022,연립다세대,직거래,
2024,11590,동작구,10700,사당동,1,대지,0446,0040,럭스빌라,20240117,59000,61.59,54.98,1.0,,,1988,연립다세대,중개거래,서울 동작구
2024,11350,노원구,10200,월계동,1,대지,0941,0000,성북역신도브래뉴,20240117,63300,84.84,0.0,10.0,,,2005,아파트,중개거래,서울 노원구
2024,11320,도봉구,10500,쌍문동,1,대지,0059,0000,한양2,20240117,34000,59.67,0.0,9.0,,,1988,아파트,중개거래,서울 도봉구
2024,11470,양천구,10100,신정동,1,대지,0329,0000,목동신시가지14,20240117,118200,55.02,0.0,9.0,,,1987,아파트,중개거래,서울 양천구
2024,11500,강서구,10300,화곡동,1,대지,0400,0056,엠펠리체,20240117,27000,35.76,23.57,4.0,,,2017,연립다세대,중개거래,서울 강서구
2024,11380,은평구,11400,진관동,1,대지,0100,0002,은평뉴타운 신한 헤센스마트,20240117,10500,20.04,32.2,8.0,,,2017,오피스텔,중개거래,서울 은평구
2024,11740,강동구,10500,길동,1,대지,0371,0009,다성이즈빌,20240117,53000,69.98,0.0,6.0,,,2003,아파트,중개거래,서울 강동구
2024,11470,양천구,10200,목동,1,대지,0720,0009,다나네스트빌(720-9),20240117,19200,41.85,27.93,3.0,,,2007,연립다세대,중개거래,서울 양천구
2024,11470,양천구,10200,목동,1,대지,0641,0009,태영블루빌,20240117,22800,47.33,21.01,3.0,,,2002,연립다세대,중개거래,서울 강서구
2024,11260,중랑구,10400,묵동,1,대지,0378,0000,한국,20240117,62000,84.99,0.0,13.0,,,1999,아파트,중개거래,서울 중랑구
2024,11410,서대문구,11800,홍은동,1,대지,0022,0000,유원,20240117,40750,64.26,0.0,5.0,,,1987,아파트,중개거래,서울 서대문구
2024,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,20240117,94000,27.68,0.0,20.0,,,2008,아파트,중개거래,서울 송파구
2024,11500,강서구,10300,화곡동,1,대지,1165,0000,강서힐스테이트,20240117,95000,59.99,0.0,12.0,,,2015,아파트,중개거래,서울 강서구
2024,11260,중랑구,10100,면목동,1,대지,0179,0012,미소빌리지(179-12),20240117,30000,40.96,26.88,2.0,,,2015,연립다세대,중개거래,서울 중랑구
2024,11680,강남구,11500,수서동,1,대지,0708,0000,삼익,20240117,117000,49.2,0.0,6.0,,,1992,아파트,중개거래,"경기 의왕시, 서울 강남구"
2024,11710,송파구,10400,송파동,1,대지,0095,0007,HANYANGLEEPS,20240117,15000,14.5,11.5,3.0,,,2012,연립다세대,중개거래,서울 송파구
2024,11320,도봉구,10700,창동,1,대지,0549,0002,제이드힐,20240117,30000,61.36,38.36,2.0,,20240118,2022,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,1036,0001,미소빌,20240117,25500,25.96,15.63,3.0,,,2018,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10900,방화동,1,대지,0796,0000,신동아,20240117,68000,84.81,0.0,9.0,,,1995,아파트,중개거래,서울 강서구
2024,11500,강서구,10300,화곡동,1,대지,0370,0025,OK파크빌5차(370-25),20240117,23500,36.6,23.37,6.0,,,2017,연립다세대,중개거래,서울 강서구
2024,11710,송파구,11400,마천동,1,대지,0582,0000,송파파크데일1단지,20240117,90000,84.86,0.0,11.0,,,2011,아파트,중개거래,서울 송파구
2024,11260,중랑구,10500,망우동,1,대지,0426,0031,(426-31),20240117,21300,38.34,22.46,2.0,,,2004,연립다세대,중개거래,서울 중랑구
2024,11290,성북구,13300,정릉동,1,대지,0239,0000,정릉풍림아이원,20240117,53500,59.88,0.0,13.0,,,2005,아파트,중개거래,서울 성북구
2024,11530,구로구,10200,구로동,1,대지,1288,0000,대우스위트힐,20240117,19900,24.4,15.78,2.0,,,2018,연립다세대,중개거래,서울 구로구
2024,11545,금천구,10100,가산동,1,대지,0776,0000,가산대명벨리온,20240117,11000,16.61,25.8,10.0,,,2017,오피스텔,중개거래,서울 금천구
2024,11230,동대문구,10300,제기동,,,,,,20240117,31500,45.09,101.7,0.0,,,1950,단독다가구,직거래,
2024,11500,강서구,10300,화곡동,1,대지,1041,0018,에스케이파크리움101동102동,20240117,38500,29.95,18.27,3.0,,,2022,연립다세대,직거래,
2024,11380,은평구,10700,응암동,1,대지,0770,0000,힐스테이트녹번역,20240117,119000,84.99,0.0,13.0,,,2022,아파트,중개거래,서울 은평구
2024,11320,도봉구,10700,창동,1,대지,0549,0002,제이드힐,20240117,30000,62.8,39.26,2.0,,,2022,연립다세대,직거래,
2024,11170,용산구,12400,한강로1가,1,대지,0050,0001,용산파크자이,20240117,37500,33.6,45.92,13.0,,,2005,오피스텔,중개거래,서울 용산구
2024,11500,강서구,10300,화곡동,1,대지,1037,0035,보신쉐르빌A동,20240117,23000,43.05,20.69,2.0,,,2002,연립다세대,중개거래,서울 강서구
2024,11320,도봉구,10700,창동,1,대지,0549,0002,제이드힐,20240117,36000,74.46,46.56,4.0,,,2022,연립다세대,직거래,
2024,11140,중구,14500,광희동1가,1,대지,0089,0001,광희동금호트윈 오피스텔,20240117,14000,29.88,42.35,8.0,,,1999,오피스텔,중개거래,서울 중구
2024,11620,관악구,10100,봉천동,1,대지,0178,0241,178-241,20240117,31500,59.12,38.8,4.0,,,2016,연립다세대,중개거래,서울 관악구
2024,11500,강서구,10200,등촌동,1,대지,0655,0027,현대,20240117,72800,84.62,0.0,12.0,,,1995,아파트,중개거래,서울 강서구
2024,11200,성동구,10200,하왕십리동,1,대지,1070,0000,센트라스,20240117,134000,59.94,0.0,8.0,,,2016,아파트,중개거래,서울 성동구
2024,11260,중랑구,10100,면목동,1,대지,1343,0001,공간행복,20240117,18000,26.79,18.11,1.0,,,2012,연립다세대,중개거래,서울 광진구
2024,11530,구로구,10800,오류동,1,대지,0047,0024,(47-24),20240117,9500,20.4,29.61,12.0,,,2017,오피스텔,중개거래,서울 구로구
2024,11140,중구,16200,신당동,1,대지,0160,0005,신당아르브,20240117,15900,21.31,33.52,9.0,,,2014,오피스텔,중개거래,서울 중구
2024,11530,구로구,10300,가리봉동,1,대지,0137,0004,삼부르네상스파크빌,20240117,11500,23.66,31.54,6.0,,,2006,오피스텔,중개거래,서울 동작구
2024,11380,은평구,10300,불광동,1,대지,0442,0007,호안빌(442-7),20240117,25800,25.78,22.87,5.0,,,2016,연립다세대,중개거래,서울 은평구
2024,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),20240117,45000,49.6,0.0,15.0,,,1999,아파트,중개거래,서울 노원구
2024,11560,영등포구,12700,양평동3가,1,대지,0016,0000,양평동우림 이 비지센타,20240117,16000,30.0,41.08,14.0,,,2003,오피스텔,중개거래,서울 영등포구
2024,11410,서대문구,11900,북가좌동,1,대지,0295,0037,한신갤러리시그니처,20240117,37000,44.59,29.8,4.0,,,2018,연립다세대,중개거래,서울 서대문구
2024,11560,영등포구,13200,신길동,1,대지,0090,0028,RichenⅢ,20240117,48000,29.72,21.9,2.0,,,2023,연립다세대,중개거래,서울 영등포구
2024,11590,동작구,10200,상도동,1,대지,0236,0009,강남빌(236-9),20240117,32000,51.28,29.94,3.0,,,2014,연립다세대,중개거래,서울 동작구
2024,11650,서초구,10800,서초동,1,대지,1507,0050,서초퍼스트빌(1507-50),20240116,33000,23.69,17.5,4.0,,,2014,연립다세대,직거래,
2024,11500,강서구,10200,등촌동,1,대지,0521,0008,등촌그린파크,20240116,28000,18.32,16.19,3.0,,,2019,연립다세대,중개거래,"서울 강서구, 서울 양천구"
2024,11560,영등포구,13200,신길동,1,대지,4518,0000,우성2,20240116,81000,64.4,0.0,7.0,,,1986,아파트,중개거래,서울 영등포구
2024,11350,노원구,10600,중계동,,,,,,20240116,51800,31.0,95.0,0.0,,,1989,단독다가구,직거래,
2024,11380,은평구,10300,불광동,1,대지,0281,0134,베라체,20240116,27800,28.15,9.43,9.0,,,2021,연립다세대,직거래,
2024,11290,성북구,13300,정릉동,,,,,,20240116,55000,125.79,129.0,0.0,,,1978,단독다가구,중개거래,"서울 성북구, 서울 중구"
2024,11680,강남구,10100,역삼동,1,대지,0727,0002,대명벨리온,20240116,17400,17.68,0.0,5.0,,,2012,아파트,중개거래,서울 강남구
2024,11560,영등포구,13200,신길동,1,대지,0261,0022,신길레전드힐스,20240116,10100,13.74,0.0,13.0,,,2013,아파트,중개거래,서울 영등포구
2024,11590,동작구,10800,대방동,1,대지,0041,0000,신한토탈,20240116,45000,50.06,0.0,14.0,,,1997,아파트,중개거래,서울 동작구
2024,11170,용산구,13000,이태원동,1,대지,0212,0030,루남산,20240116,75000,41.21,36.04,3.0,,,2023,연립다세대,중개거래,서울 용산구
2024,11215,광진구,10700,화양동,1,대지,0018,0009,화양 디펠리체,20240116,19200,20.28,35.17,10.0,,20240116,2019,오피스텔,중개거래,서울 광진구
2024,11305,강북구,10100,미아동,1,대지,0415,0002,영진빌라트,20240116,60000,72.89,48.79,2.0,,,1996,연립다세대,중개거래,서울 강북구
2024,11740,강동구,10600,둔촌동,1,대지,0070,0037,한승리치빌(70-37),20240116,51300,39.36,28.68,5.0,,,2019,연립다세대,중개거래,서울 강동구
2024,11740,강동구,10800,성내동,1,대지,0048,0006,힐스테이트 천호역 젠트리스,20240116,102000,84.84,0.0,33.0,분양권,,0,아파트,직거래,
2024,11560,영등포구,12600,양평동2가,1,대지,0001,0001,신동아하이팰리스,20240116,40700,72.13,90.79,13.0,,,2005,오피스텔,중개거래,서울 영등포구
2024,11590,동작구,10700,사당동,1,대지,0311,0010,플로렌스,20240116,40000,29.22,27.76,5.0,,,2017,연립다세대,중개거래,"경기 과천시, 서울 동작구"
2024,11500,강서구,10800,공항동,1,대지,0661,0010,에코하우스,20240116,20000,28.17,17.53,6.0,,,2012,연립다세대,중개거래,경기 김포시
2024,11410,서대문구,11900,북가좌동,1,대지,0294,0008,동화아트빌(B동),20240116,28000,40.81,23.57,5.0,,,2017,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,0518,0046,(518-46),20240116,21500,68.73,39.31,2.0,,,2009,연립다세대,직거래,
2024,11230,동대문구,10700,청량리동,,,,,,20240116,52000,100.22,77.4,0.0,,,1994,단독다가구,중개거래,서울 동대문구
2024,11230,동대문구,10600,장안동,1,대지,0416,0002,슈프림오피스텔,20240116,13000,24.53,30.99,6.0,,20240126,2012,오피스텔,중개거래,서울 동대문구
2024,11500,강서구,10300,화곡동,1,대지,0346,0093,정감타운B,20240116,19500,24.71,14.84,4.0,,,2016,연립다세대,중개거래,서울 강서구
2024,11500,강서구,10300,화곡동,1,대지,0932,0010,동화빌라7차,20240116,4700,29.4,15.79,-1.0,,,1991,연립다세대,중개거래,서울 강서구
2024,11560,영등포구,11000,여의도동,1,대지,0013,0021,맨하탄21리빙텔,20240116,18300,35.64,35.64,8.0,,,2001,오피스텔,중개거래,서울 영등포구
2024,11740,강동구,10900,천호동,1,대지,0414,0000,두산위브센티움,20240116,14900,31.37,44.64,9.0,,,2004,오피스텔,중개거래,서울 강동구
